Faction,Tier,Name,Rarity,Type,Eng,Tac,Sci,Bonus,Trait
Klingon,5,Ta'Sub Class Science Destroyer,Very Rare,Sci,12,32,54,+35 SCI when Alone,
Klingon,5,Varanus Fleet Support Vessel,Very Rare,Sci,25,19,54,+10 TAC per SciShip,
Klingon,5,Hegh'ta Heavy Bird-of-Prey,Common,Tac,25,25,25,1.25x Critical Rating from All Stats,
Klingon,5,HoH'SuS Bird-of-Prey,Common,Tac,25,30,20,1.5x Critical Rating from TAC and ENG,
Klingon,5,Qin Heavy Raptor,Common,Tac,22,38,15,+10 SCI per EngShip,
Klingon,5,Scourge Destroyer Retrofit,Common,Tac,17,37,21,+10 TAC per SciShip,
Klingon,5,Somraw Raptor Retrofit,Common,Tac,26,34,15,+10 SCI per SciShip,
Klingon,5,B'rel Bird-of-Prey Retrofit,Rare,Tac,28,34,28,+10 TAC per SciShip,
Klingon,5,Guramba Siege Destroyer,Rare,Tac,27,45,18,+8 ENG and SCI per TacShip,
Klingon,5,Peghqu' Heavy Destroyer,Rare,Tac,26,44,20,+8 SCI per SciShip or EngShip,
Klingon,5,Krenn Temporal Destroyer,Ultra Rare,Tac,23,59,23,+20 TAC and ENG when Alone,
Klingon,5,Mirror Ki'tang Bird-of-Prey Retrofit,Uncommon,Tac,27,28,28,+8 TAC per EngShip or SciShip,
Klingon,5,Mirror Qin Heavy Raptor,Uncommon,Tac,25,42,16,+10 SCI per TacShip,
Klingon,5,Mirror Somraw Raptor Retrofit,Uncommon,Tac,16,42,25,+10 ENG per EngShip,
Klingon,5,Fleet B'rel Bird-of-Prey Retrofit,Very Rare,Tac,31,36,31,1.25x Critical Rating from All Stats,
Klingon,5,Fleet HoH'SuS Bird-of-Prey,Very Rare,Tac,27,48,23,+8 TAC per SciShip or TacShip,
Klingon,5,Fleet Norgh Bird-of-Prey Retrofit,Very Rare,Tac,33,34,31,-5% Maintenance per Any Ship,
Klingon,5,Fleet Peghqu' Destroyer,Very Rare,Tac,20,48,30,+20 SCI and TAC when Alone,
Klingon,5,Fleet Qin Heavy Raptor,Very Rare,Tac,26,50,22,+8 ENG and SCI per EngShip,
Klingon,5,Fleet Scourge Destroyer Retrofit,Very Rare,Tac,21,50,27,1.5x Critical Rating from ENG and SCI,
Klingon,5,Fleet Somraw Raptor Retrofit,Very Rare,Tac,32,44,22,+10 SCI per SciShip,
Klingon,6,Kurak Battlecruiser (T6),Rare,Eng,50,37,21,-25% Maintenance per TacShip,Emergency Weapon Cycle
Klingon,6,Negh'Tev Heavy Battle Cruiser (T6),Rare,Eng,51,32,25,+8 SCI and TAC per TacShip,Explosive Polarity Shift
Klingon,6,Orion Blackguard Flight-Deck Assault Cruiser (T6),Rare,Eng,53,38,17,+10 ENG per TacShip,Majority – Minority
Klingon,6,QeHpu' Advanced Light Battlecruiser (T6),Rare,Eng,55,31,22,2.5x Critical Rating from ENG,Evasion Specialist
Klingon,6,Qib Intel Battle Cruiser (T6),Rare,Eng,54,37,17,+10 SCI per EngShip,Advanced Firing Solutions
Klingon,6,D7 Temporal Battlecruiser (T6),Ultra Rare,Eng,53,44,29,Ignores +/- ENG from Events,Built To Last
Klingon,6,D9 Dreadnought Battlecruiser (T6),Ultra Rare,Eng,62,46,18,+15 All Stats when Alone,Catastrophic Overload
Klingon,6,Durgath Temporal Heavy Dreadnought Battlecruiser (T6),Ultra Rare,Eng,57,42,27,+20 TAC and ENG when Alone,Repair Mode
Klingon,6,An'quat Command Battle Cruiser (T6),Very Rare,Eng,77,20,20,+35 ENG when Alone,Improved Brace For Impact
Klingon,6,Antaak Science Miracle Worker Cruiser (T6),Very Rare,Eng,57,26,34,'+20 TAC and ENG when Alone,Photonic Boarding Party
Klingon,6,Fleet Mogh Battlecruiser (T6),Very Rare,Eng,55,39,23,+8 ENG per Any Ship,
Klingon,6,Fleet Negh'var Heavy Battle Cruiser (T6),Very Rare,Eng,55,35,27,+8 TAC per Any Ship,
Klingon,6,Fleet Orion Blackguard Flight-Deck Assault Cruiser (T6),Very Rare,Eng,57,41,19,+8 ENG per TacShip or SciShip,
Klingon,6,Fleet QeHpu' Advanced Light Battlecruiser (T6),Very Rare,Eng,59,34,24,2x Critical Rating from Events,
Klingon,6,Fleet Qib Intel Battle Cruiser (T6),Very Rare,Eng,59,39,19,+8 SCI and TAC per EngShip,
Klingon,6,Gorkon Science Battlecruiser (T6),Very Rare,Eng,54,36,27,+10 SCI per EngShip,Checkmate
Klingon,6,Kahless War Battlecruiser (T6),Very Rare,Eng,64,34,19,+10 ENG per TacShip,Adaptive Hull Plating
Klingon,6,Klinzhai Command Battle Cruiser (T6),Very Rare,Eng,73,20,24,+35 SCI when Alone,Improved Tachyon Beam
Klingon,6,Klothos Tactical Miracle Worker Cruiser (T6),Very Rare,Eng,57,34,26,'+20 SCI and ENG when Alone,Redirecting Arrays
Klingon,6,Martok Tactical Battlecruiser (T6),Very Rare,Eng,48,46,23,+10 TAC per SciShip,Super Charged Weapons
Klingon,6,Mur'Eq Operations Miracle Worker Cruiser (T6),Very Rare,Eng,65,26,26,'+20 TAC and SCI when Alone,Stay At Your Posts
Klingon,6,Ty'Gokor Command Battle Cruiser (T6),Very Rare,Eng,73,24,20,+35 TAC when Alone,All Hands On Deck
Klingon,6,Naj'sov Research Vessel (T6),Rare,Sci,31,20,57,+8 SCI per EngShip or TacShip,Tachyon Dispersal
Klingon,6,Qul'poH Temporal Science Vessel (T6),Ultra Rare,Sci,29,29,68,Ignores +/- SCI from Events,Out of Time
Klingon,6,Ahgamas Multi-Mission Surveillance Vessel (T6),Very Rare,Sci,28,35,54,Ignores +/- SCI from Events,Charged Particle Reaction
Klingon,6,Ihgomas Multi-Mission Strategic Vessel (T6),Very Rare,Sci,32,39,46,Ignores +/- ENG from Events,Exotic Particle Shielding
Klingon,6,Khaimas Multi-Mission Reconnaissance Vessel (T6),Very Rare,Sci,21,44,52,Ignores +/- TAC from Events,Heavy Tachyon Mine
Klingon,6,Duvqu' Heavy Destroyer (T6),Rare,Tac,23,52,33,-25% Maintenance per SciShip,Weapon System Synergy
Klingon,6,Ferasan Slithus Escort (T6),Rare,Tac,23,49,36,+10 TAC per EngShip,Hit And Run
Klingon,6,Kolasi Siege Destroyer (T6),Rare,Tac,32,53,23,+15 All Stats when Alone,Subsystem Redundancies
Klingon,6,Kor Bird-of-Prey (T6),Rare,Tac,35,38,35,2.5x Critical Rating from TAC,Withering Barrage
Klingon,6,Mat'Ha Raptor (T6),Rare,Tac,30,58,20,+10 TAC per EngShip,Overwhelming Force
Klingon,6,Qa'Tel Flight Deck Raptor (T6),Rare,Tac,29,54,25,+8 SCI per EngShip or TacShip,Coordinated Assault
Klingon,6,Chargh'poH Temporal Destroyer (T6),Ultra Rare,Tac,29,68,29,+8 TAC per EngShip or SciShip,1.21 Terrawatts
Klingon,6,Sarcophagus Dreadnought Carrier [T6],Ultra Rare,Tac,41,53,32,Ignore +/- ENG from Events,Honored Dead
Klingon,6,Fleet B'rel Bird-of-Prey (T6),Very Rare,Tac,37,43,37,Ignores +/- TAC from Events,
Klingon,6,Fleet Duvqu' Heavy Destroyer (T6),Very Rare,Tac,25,57,35,+8 SCI per Any Ship,
Klingon,6,Fleet Ferasan Slithus Escort (T6),Very Rare,Tac,23,57,37,2.5x Critical Rating from TAC,
Klingon,6,Fleet Guramba Siege Destroyer (T6),Very Rare,Tac,35,57,25,2x Critical Rating from Events,
Klingon,6,Fleet Mat'Ha Raptor [T6],Very Rare,Tac,35,60,22,+8 ENG and SCI per TacShip,
Klingon,6,Fleet Qin Flight Deck Raptor (T6),Very Rare,Tac,31,59,27,+5 SCI and ENG per EngShip or TacShip,
Klingon,6,Klavek Class Pilot Raptor (T6),Very Rare,Tac,22,66,29,+35 SCI when Alone,Subwarp Sheath
Klingon,6,Kortar Class Pilot Raptor (T6),Very Rare,Tac,22,70,25,+35 TAC when Alone,Stay On Target
Klingon,6,Lethean Nemosin Pilot Escort (T6),Very Rare,Tac,26,55,36,-25% Maintenance per SciShip,Improved Gravity Well
Klingon,6,Lethean Oniros Pilot Escort (T6),Very Rare,Tac,36,55,26,-25% Maintenance per EngShip,Painful Memories
Klingon,6,Lethean Xechas Pilot Escort (T6),Very Rare,Tac,26,65,26,-25% Maintenance per TacShip,Promise Of Ferocity
Klingon,6,Qui'Tu Class Pilot Raptor (T6),Very Rare,Tac,26,66,25,+35 ENG when Alone,Structural Integrity Overcharge
Romulan,0,Kestrel Shuttle,Common,Smc,2,2,2,-25% Maintenance per ANY Ship (Not Small Craft),
Romulan,0,Tiercel Shuttle,Common,Smc,4,1,1,-25% Maintenance per ANY Ship (Not Small Craft),
Romulan,0,Commander's Gig,Rare,Smc,4,3,3,5x Critical Rating from ALL Stats,
Romulan,0,Scorpion Fighter,Rare,Smc,3,6,1,+10 ALL Stats per ANY Ship (Not Small Craft),
Romulan,1,T'Liss Light Warbird,Common,Tac,5,5,5,2x Critical Rating from Events,
Romulan,1,T'Varo Light Warbird,Rare,Tac,6,7,5,1.25x Critical Rating from All Stats,
Romulan,2,Dhelan Warbird,Common,Tac,8,13,9,1.5x Critical Rating from ENG and SCI,
Romulan,2,Dhael Warbird,Rare,Tac,9,16,11,+8 ENG per SciShip or TacShip,
Romulan,3,Mogai Heavy Warbird,Common,Tac,10,21,14,2.5x Critical Rating from TAC,
Romulan,3,Valdore Heavy Warbird,Rare,Tac,12,25,17,+8 ENG and SCI per TacShip,
Romulan,4,D'deridex Warbird Battle Cruiser,Common,Eng,29,16,15,+20 SCI and TAC when Alone,
Romulan,4,D'ridthau Warbird Battlecruiser,Rare,Eng,35,19,18,2.5x Critical Rating from ENG,
Romulan,4,Ar'kif Tactical Warbird,Common,Tac,14,32,14,+20 ENG and SCI when Alone,
Romulan,4,Ar'kala Tactical Warbird,Rare,Tac,17,38,17,2.5x Critical Rating from TAC,
Romulan,5,Ha'apax Advanced Warbird,Common,Eng,40,20,15,+8 SCI and TAC per EngShip,
Romulan,5,D'deridex Warbird Battle Cruiser Retrofit,Rare,Eng,36,30,24,+10 ENG per EngShip,
Romulan,5,Haakona Advanced Warbird,Rare,Eng,42,28,20,2.5x Critical Rating from Eng,
Romulan,5,Mirror Ha'apax Advanced Warbird,Uncommon,Eng,44,17,22,Ignores +/- ENG from Events,
Romulan,5,Fleet D'deridex Warbird Battlecruiser Retrofit,Very Rare,Eng,36,30,24,+15 All Stats when Alone,
Romulan,5,Fleet Ha'apax Advanced Warbird,Very Rare,Eng,40,20,15,+8 SCI and TAC per EngShip,
Romulan,5,Ha'nom Guardian Warbird,Common,Sci,15,20,40,+8 ENG and TAC per SciShip,
Romulan,5,Aves Dyson Science Destroyer,Rare,Sci,12,28,50,Ignores +/- SCI from Events,
Romulan,5,R'Mor Temporal Science Vessel,Ultra Rare,Sci,23,23,59,2.5x Critical Rating from SCI,
Romulan,5,Mirror Ha'nom Guardian Warbird,Uncommon,Sci,22,17,44,Ignores +/- SCI from Events,
Romulan,5,Caprimul Class Science Destroyer,Very Rare,Sci,12,32,54,+35 SCI when Alone,
Romulan,5,Fleet Ha'nom Guardian Warbird,Very Rare,Sci,19,26,53,+8 ENG and TAC per SciShip,
Romulan,5,Harpia Class Science Destroyer,Very Rare,Sci,12,38,48,+35 TAC when Alone,
Romulan,5,Tyton Class Science Destroyer,Very Rare,Sci,16,32,48,+35 ENG when Alone,
Romulan,5,Ha'feh Assault Warbird,Common,Tac,18,44,13,+8 ENG and SCI per TacShip,
Romulan,5,Ar'kif Tactical Carrier Warbird,Rare,Tac,20,50,20,-10% Maintenance per EngShip or SciShip,
Romulan,5,Daeinos Heavy Destroyer Warbird,Rare,Tac,26,44,20,+8 SCI per SciShip or EngShip,
Romulan,5,Dhelan Warbird Retrofit,Rare,Tac,23,36,31,+8 SCI and TAC per EngShip,
Romulan,5,Mogai Heavy Warbird Retrofit,Rare,Tac,32,46,12,+8 ENG and TAC per SciShip,
Romulan,5,T'varo Light Warbird Retrofit,Rare,Tac,27,36,27,+10 TAC per SciShip,
Romulan,5,Talvath Temporal Destroyer,Ultra Rare,Tac,23,59,23,+35 TAC and ENG when Alone,
Romulan,5,Mirror Dhelan Warbird Retrofit,Uncommon,Tac,24,44,15,-25% Maintenance per EngShip,
Romulan,5,Mirror Ha'feh Assault Warbird,Uncommon,Tac,14,49,20,Ignores +/- TAC from Events,
Romulan,5,Mirror Mogai Heavy Warbird Retrofit,Uncommon,Tac,13,42,28,-25% Maintenance per TacShip,
Romulan,5,Mirror T'Varo Light Warbird Retrofit,Uncommon,Tac,15,47,21,-25% Maintenance per SciShip,
Romulan,5,Falchion Dreadnought Warbird,Very Rare,Tac,28,48,22,+35 ENG when Alone,
Romulan,5,Fleet Ar'Kif Tactical Carrier Warbird Retrofit,Very Rare,Tac,22,54,22,1.5x Critical Rating from ENG and SCI,
Romulan,5,Fleet Daeinos Warbird Destroyer,Very Rare,Tac,26,44,20,+20 SCI and TAC when Alone,
Romulan,5,Fleet Dhelan Warbird Retrofit,Very Rare,Tac,24,20,34,+10 SCI per TacShip,
Romulan,5,Fleet Ha'feh Assault Warbird,Very Rare,Tac,26,53,19,+8 ENG and SCI per TacShip,
Romulan,5,Fleet Mogai Heavy Warbird Retrofit,Very Rare,Tac,34,50,14,+10 ENG per TacShip,
Romulan,5,Fleet T'Varo Light Warbird Retrofit,Very Rare,Tac,29,40,29,+10 TAC per TacShip,
Romulan,5,Scimitar Dreadnought Warbird,Very Rare,Tac,22,54,22,+35 TAC when Alone,
Romulan,5,Tulwar Dreadnought Warbird,Very Rare,Tac,22,48,28,+35 SCI when Alone,
Romulan,6,Aelahl Light Warbird Battlecruiser (T6),Rare,Eng,53,36,19,+15 All Stats when Alone,Warp Shadow Decoy
Romulan,6,D'Khellra Warbird Battlecruiser (T6),Rare,Eng,52,28,28,+8 SCI and TAC per TacShip,Explosive Polarity Shift
Romulan,6,Deleth Advanced Light Warbird Battlecruiser (T6),Rare,Eng,47,36,25,2.5x Critical Rating from ENG,Evasion Specialist
Romulan,6,Kara Advanced Warbird (T6),Rare,Eng,58,28,22,+15 All Stats when Alone,Subsystem Redundancies
Romulan,6,Suliban Silik Flight-Deck Assault Cruiser (T6),Rare,Eng,53,38,17,+10 ENG per TacShip,Majority – Minority
Romulan,6,Thrai Dreadnought Warbird (T6),Ultra Rare,Eng,57,49,20,+15 All Stats when Alone,Layered Shielding
Romulan,6,Valkis Temporal Heavy Dreadnought Warbird (T6),Ultra Rare,Eng,51,46,29,+20 TAC and ENG when Alone,Repair Mode
Romulan,6,Baratan Command Battlecruiser Warbird (T6),Very Rare,Eng,77,20,20,+35 ENG when Alone,Improved Brace For Impact
Romulan,6,Deihu Command Battlecruiser Warbird (T6),Very Rare,Eng,73,20,24,+35 SCI when Alone,Improved Tachyon Beam
Romulan,6,Fleet Aelahl Light Warbird Battlecruiser (T6),Very Rare,Eng,55,41,21,+8 ENG per Any Ship,
Romulan,6,Fleet D'Khellra Warbird Battlecruiser (T6),Very Rare,Eng,54,33,30,2.5x Critical Rating from ENG,
Romulan,6,Fleet Deleth Advanced Light Warbird Battlecruiser (T6),Very Rare,Eng,51,39,27,2x Critical Rating from Events,
Romulan,6,Fleet Ha'apax Advanced Warbird (T6),Very Rare,Eng,63,30,24,+8 TAC per Any Ship,
Romulan,6,Fleet Kara Advanced Warbird (T6),Very Rare,Eng,63,30,24,+8 TAC per Any Ship,
Romulan,6,Fleet Suliban Silik Flight-Deck Assault Cruiser (T6),Very Rare,Eng,57,41,19,+8 ENG per TacShip or SciShip,
Romulan,6,Nijil Operations Miracle Worker Warbird (T6),Very Rare,Eng,65,26,26,'+20 TAC and SCI when Alone,Stay At Your Posts
Romulan,6,Tebok Tactical Miracle Worker Warbird (T6),Very Rare,Eng,57,34,26,'+20 SCI and ENG when Alone,Redirecting Arrays
Romulan,6,Varel Science Miracle Worker Warbird (T6),Very Rare,Eng,57,26,34,'+20 TAC and ENG when Alone,Photonic Boarding Party
Romulan,6,Vastam Command Battlecruiser Warbird (T6),Very Rare,Eng,73,24,20,+35 TAC when Alone,All Hands On Deck
Romulan,6,Laeosa Research Vessel (T6),Rare,Sci,37,22,55,+8 SCI per EngShip or TacShip,Tachyon Dispersal
Romulan,6,Sui'Mor Temporal Science Vessel (T6),Ultra Rare,Sci,29,29,68,Ignores +/- SCI from Events,Out of Time
Romulan,6,Galas Surveillance Explorer Warbird (T6),Very Rare,Sci,28,35,54,Ignores +/- SCI from Events,Charged Particle Reaction
Romulan,6,Surhuelh Reconnaissance Explorer Warbird (T6),Very Rare,Sci,21,44,52,Ignores +/- TAC from Events,Heavy Tachyon Mine
Romulan,6,Taenen Strategic Explorer Warbird (T6),Very Rare,Sci,32,39,46,Ignores +/- ENG from Events,Exotic Particle Shielding
Romulan,6,Dinaes Warbird Destroyer (T6),Rare,Tac,31,52,25,-25% Maintenance per SciShip,Weapon System Synergy
Romulan,6,Faeht Intel Warbird (T6),Rare,Tac,19,62,27,+10 ENG per TacShip,Tactical Retreat
Romulan,6,Hathos Warbird (T6),Rare,Tac,23,49,36,+10 TAC per EngShip,Hit And Run
Romulan,6,Jhu'ael Tactical Carrier Warbird (T6),Rare,Tac,25,58,25,+8 SCI per EngShip or TacShip,Coordinated Assault
Romulan,6,Malem Light Warbird (T6),Rare,Tac,31,46,31,-25% Maintenance per TacShip,Withering Barrage
Romulan,6,Morrigu Heavy Warbird (T6),Rare,Tac,38,55,15,2.5x Critical Rating from SCI,Emergency Weapon Cycle
Romulan,6,T'liss Temporal Warbird (T6),Ultra Rare,Tac,35,52,39,Ignores +/- ENG from Events,Built To Last
Romulan,6,Tal'aura Temporal Destroyer (T6),Ultra Rare,Tac,29,68,29,+8 TAC per EngShip or SciShip,1.21 Terrawatts
Romulan,6,Dewan Dynnasia Pilot Escort (T6),Very Rare,Tac,36,55,26,-25% Maintenance per EngShip,Painful Memories
Romulan,6,Dewan Ikkabar Pilot Escort (T6),Very Rare,Tac,26,55,36,-25% Maintenance per SciShip,Improved Gravity Well
Romulan,6,Dewan Vandros Pilot Escort (T6),Very Rare,Tac,26,65,26,-25% Maintenance per TacShip,Promise Of Ferocity
Romulan,6,Flambard Science Dreadnought Warbird (T6),Very Rare,Tac,30,42,45,+10 SCI per EngShip,Checkmate
Romulan,6,Fleet Ar'kif Tactical Carrier Warbird (T6),Very Rare,Tac,28,62,27,+5 SCI and ENG per EngShip or TacShip,
Romulan,6,Fleet Dhelan Warbird (T6),Very Rare,Tac,23,57,37,2.5x Critical Rating from TAC,
Romulan,6,Fleet Dinaes Warbird Destroyer (T6),Very Rare,Tac,24,56,27,+8 SCI per Any Ship,
Romulan,6,Fleet Faeht Intel Warbird (T6),Very Rare,Tac,21,66,30,+8 ENG and SCI per TacShip,
Romulan,6,Fleet Mogai Heavy Warbird (T6),Very Rare,Tac,41,59,17,+8 TAC and ENG per SciShip,
Romulan,6,Fleet T'varo Light Warbird (T6),Very Rare,Tac,34,49,34,1.5x Critical Rating from ENG and SCI,
Romulan,6,Jaeih Class Pilot Warbird (T6),Very Rare,Tac,22,66,29,+35 SCI when Alone,Subwarp Sheath
Romulan,6,Khaiell Class Pilot Warbird (T6),Very Rare,Tac,26,66,25,+35 ENG when Alone,Structural Integrity Overcharge
Romulan,6,Khopesh Tactical Dreadnought Warbird (T6),Very Rare,Tac,30,60,27,+10 TAC per SciShip,Super Charged Weapons
Romulan,6,Okhala Class Pilot Warbird (T6),Very Rare,Tac,22,70,25,+35 TAC when Alone,Stay On Target
Romulan,6,Shamshir Operations Dreadnought Warbird (T6),Very Rare,Tac,44,48,25,+10 ENG per TacShip,Adaptive Hull Plating
Universal,0,Phoenix Replica Smallcraft,Epic,Smc,7,5,4,Ignores ALL Event Modifiers,
Universal,0,Ferengi Na'Far Shuttle,Ultra Rare,Smc,6,4,4,-25% Maintenance per ANY Ship (Not Small Craft),
Universal,0,Tholian Widow Fighter,Ultra Rare,Smc,1,8,5,+10 ALL Stats per ANY Ship (Not Small Craft),
Universal,0,Vaadwaur Pythus Fighter,Ultra Rare,Smc,5,6,3,Ignores ALL Event Modifiers (Not Small Craft),
Universal,0,Voth Heavy Fighter,Ultra Rare,Smc,8,4,2,Ignores ALL Event Modifiers,
Universal,2,Tufli Freighter,Uncommon,Eng,13,10,10,2x Critical Rating from All Stats,
Universal,2,Suliban Cell Ship,Uncommon,Tac,10,13,10,2x Critical Rating from All Stats,
Universal,5,Obelisk Carrier,Common,Eng,37,15,23,2x Critical Rating from Events,
Universal,5,Advanced Obelisk Carrier,Ultra Rare,Eng,53,21,31,2.5x Critical Rating from ENG,
Universal,5,Cardassian Galor Class Cruiser,Ultra Rare,Eng,59,28,18,1.5x Critical Rating from SCI and TAC,
Universal,5,Elachi Monbosh Battleship,Ultra Rare,Eng,52,39,14,+10 SCI per TacShip,
Universal,5,Hirogen Apex Heavy Battlecruiser,Ultra Rare,Eng,57,32,16,+10 SCI per TacShip,
Universal,5,Jem'Hadar Dreadnought Carrier,Ultra Rare,Tac,44,45,16,+8 ENG per SciShip or TacShip,
Universal,5,Risian Luxury Cruiser,Ultra Rare,Eng,64,25,16,+8 ENG per SciShip or TacShip,
Universal,5,Tholian Recluse Carrier,Ultra Rare,Eng,44,21,40,+10 TAC per Tacship,
Universal,5,Undine Dromias Bio-Cruiser,Ultra Rare,Eng,51,29,25,2.5x Critical Rating from TAC,
Universal,5,Voth Bastion Flight-Deck Cruiser,Ultra Rare,Eng,54,24,27,2.5x Critical Rating from ENG,
Universal,5,Voth Bulwark Dreadnought Cruiser,Ultra Rare,Eng,63,19,23,-5% Maintenance per Any Ship,
Universal,5,APU Cruiser,Uncommon,Eng,47,21,15,+10 SCI per EngShip,
Universal,5,Malon Battlecruiser,Uncommon,Eng,45,18,20,+10 TAC per SciShip,
Universal,5,Ferengi D'Kora Marauder,Ultra Rare,Eng,51,31,23,+8 SCI and TAC per EngShip,
Universal,5,Tholian Orb Weaver,Ultra Rare,Sci,29,22,54,+8 ENG and TAC per SciShip,
Universal,5,Voth Palisade Science Vessel,Ultra Rare,Sci,30,15,60,+10 TAC per EngShip,
Universal,5,Lukari N'kaam Scout Ship,Uncommon,Sci,16,31,36,2.5x Critical Rating from SCI,
Universal,5,Breen Chel Grett Warship,Ultra Rare,Tac,25,52,28,+8 ENG and SCI per TacShip,
Universal,5,Breen Plesh Brek Heavy Raider,Ultra Rare,Tac,18,63,24,+8 TAC per EngShip or SciShip,
Universal,5,Elachi S'Golth Escort,Ultra Rare,Tac,18,51,36,2.5x Critical Rating from TAC,
Universal,5,Hirogen Hunter Heavy Escort,Ultra Rare,Tac,35,51,19,+5 SCI per EngShip,
Universal,5,Jem'Hadar Attack Ship,Ultra Rare,Tac,29,68,8,-25% Maintenance per SciShip,
Universal,5,Jem'Hadar Heavy Escort Carrier,Ultra Rare,Tac,38,51,16,+8 TAC per EngShip or SciShip,
Universal,5,Risian corvette,Ultra Rare,Tac,33,51,21,+10 TAC per SciShip,
Universal,5,Tal Shiar Adapted Battle Cruiser,Ultra Rare,Tac,46,28,31,+15 All Stats when Alone,
Universal,5,Tal Shiar Adapted Destroyer,Ultra Rare,Tac,24,51,30,+20 ENG and SCI when Alone,
Universal,5,Undine Nicor Bio-Warship,Ultra Rare,Tac,20,56,29,2.5x Critical Rating from SCI,
Universal,5,Xindi-Aquatic Narcine Dreadnought Carrier,Ultra Rare,Tac,27,51,27,1.5x Critical Rating from ENG and SCI,
Universal,5,Xindi-Reptillian Contortrix Escort,Ultra Rare,Tac,29,58,18,+10 TAC per SciShip,
Universal,5,Kazon Heavy Raider,Uncommon,Tac,14,50,19,+10 ENG per TacShip,
Universal,5,Nihydron Destroyer,Uncommon,Tac,21,47,15,2.5x Critical Rating from TAC,
Universal,5,Sphere Builder Arehbes Destroyer,Uncommon,Tac,9,43,31,Ignores +/- TAC from Events,
Universal,5,Tholian Meshweaver Escort,Uncommon,Tac,14,47,22,+8 SCI per EngShip or TacShip,
Universal,6,Assimilated Assault Cruiser (T6),Epic,Eng,66,49,20,+20 ENG per Any Ship,
Universal,6,I.K.S. Hegh,Epic,Eng,62,42,31,+20 SCI per Any Ship,
Universal,6,I.S.S. Stadi,Epic,Eng,70,35,30,+20 TAC per Any Ship,
Universal,6,Quark's Triumph,Epic,Eng,49,45,41,-20% Maintenance per ANY Ship (Not Small Craft),
Universal,6,V.S.S. Tanius,Epic,Eng,53,39,43,+50 ALL when Alone,
Universal,6,Benthan Assault Cruiser (T6),Ultra Rare,Eng,63,40,23,+8 ENG and TAC per SciShip,Load Viral Torpedo
Universal,6,Breen Rezreth Dreadnought Cruiser (T6),Ultra Rare,Eng,62,33,31,Ignores +/- TAC from Events,Enhanced Power Condensers
Universal,6,Cardassian Keldon Cruiser [T6],Ultra Rare,Eng,71,29,26,1.5x Critical Rating from TAC and ENG,Insidious Tactics
Universal,6,Elachi Sheshar Command Dreadnought Cruiser (T6),Ultra Rare,Eng,60,38,29,2x Critical Rating from Events,Torpedo Barage
Universal,6,Elachi Sheshar Intel Dreadnought Cruiser (T6),Ultra Rare,Eng,57,37,32,Ignores +/- ENG from Events,Torpedo Barage
Universal,6,Ferengi Nagus Marauder [T6],Ultra Rare,Eng,57,42,27,Ignores +/- ENG from Events,Streak Breaker
Universal,6,Herald Quas Flight Deck Cruiser (T6),Ultra Rare,Eng,64,29,33,+35 TAC when Alone,Synergistic Restoration
Universal,6,Kobali Samsar Cruiser (T6),Ultra Rare,Eng,74,24,28,-10% Maintenance per TacShip or SciShip,Emergency Response
Universal,6,Na'kuhl Acheros Battlecruiser (T6),Ultra Rare,Eng,63,36,27,Ignores +/- ENG from Events,Temporal Ally
Universal,6,Son'a Intel Battlecruiser (T6),Ultra Rare,Eng,59,42,25,+8 ENG per SciShip or TacShip,Subspatial Warheads
Universal,6,Tholian Tarantula Dreadnought Cruiser (T6),Ultra Rare,Eng,53,43,30,+10 ENG per Tacship,Energy Web
Universal,6,Tzenkethi Rhas'bej Battlecruiser (T6),Ultra Rare,Eng,57,37,32,+35 SCI when Alone,Turtle
Universal,6,Vaadwaur Astika Heavy Battle Cruiser (T6),Ultra Rare,Eng,67,41,18,+10 TAC per TacShip,Supremacy
Universal,6,Vorgon Ryn'kodan Carrier (T6),Ultra Rare,Eng,74,26,26,+8 SCI and TAC per EngShip,Restorative Support
Universal,6,Xindi-Primate Ateleth Dreadnought Cruiser (T6),Ultra Rare,Eng,68,32,26,+10 ENG per TacShip,Superweapon Ingenuity
Universal,6,Zahl Heavy Cruiser (T6),Ultra Rare,Eng,70,36,20,-5% Maintenance per Any Ship,Invincible
Universal,6,Tal Shiar Adapted Battlecruiser (T6),Ultra Rare,Eng,54,32,40,+10 SCI per TacShip,Assimilated Power Conduits
Universal,6,Temporal Dreadnought Cruiser [T6],Very Rare,Eng,51,41,25,Ignores +/- ENG from Events,Exotic Modulation
Universal,6,U.S.S. Pastak,Epic,Sci,31,31,73,Ignores +/- SCI from Events and +8 SCI per Any Ship,
Universal,6,U.S.S. Rhode Island,Epic,Sci,30,27,78,3x Critical Rating from All Stats,
Universal,6,Breen Sarr Theln Carrier (T6),Ultra Rare,Sci,32,44,50,-10% Maintenance per TacShip or EngShip,Reactive Repair Nanites
Universal,6,Kelvin Timeline T'laru Intel Carrier Warbird (T6),Ultra Rare,Sci,36,45,45,+8 SCI per EngShip or TacShip,Highly Specialized
Universal,6,Krenim Annorax Science Dreadnought (T6),Ultra Rare,Sci,18,47,61,Ignores +/- SCI from Events,Time To Kill
Universal,6,Krenim Science Vessel (T6),Ultra Rare,Sci,26,34,66,+8 SCI per EngShip or TacShip,Improved Feedback Pulse
